feature	Actinomyces	Bifidobacterium	Rothia	Atopobium	Collinsella	f__Coriobacteriales_Incertae_Sedis.g__uncultured	Adlercreutzia	Eggerthella	Enterorhabdus	Gordonibacter	Senegalimassilia	Slackia	f__Eggerthellaceae.g__uncultured	Bacteroides	Barnesiella	Coprobacter	f__Barnesiellaceae.g__uncultured	Butyricimonas	Odoribacter	Muribaculaceae	Alloprevotella	Paraprevotella	Prevotella	Prevotella_7	Prevotella_9	Prevotellaceae_NK3B31_group	Alistipes	Parabacteroides	Tannerellaceae	Gastranaerophilales	Bilophila	Desulfovibrio	f__Desulfovibrionaceae.g__uncultured	Catenibacterium	Erysipelatoclostridium	Erysipelotrichaceae_UCG.003	Dielma	Holdemanella	Holdemania	Merdibacter	Turicibacter	X.Clostridium._innocuum_group	Lactococcus	Streptococcus	o__Lactobacillales.f__unassigned.g__unassigned	RF39	Gemella	Christensenellaceae_R.7_group	f__Christensenellaceae.g__unassigned	Clostridia_UCG.014	Clostridia_vadinBB60_group	Clostridium_sensu_stricto_1	Agathobacter	Anaerostipes	Blautia	CAG.56	Coprococcus	Dorea	Eisenbergiella	Frisingicoccus	Fusicatenibacter	GCA.900066575	Howardella	Hungatella	Lachnoclostridium	Lachnospira	Lachnospiraceae_FCS020_group	Lachnospiraceae_ND3007_group	Lachnospiraceae_NK4A136_group	Lachnospiraceae_UCG.004	Lachnospiraceae_UCG.010	Marvinbryantia	Roseburia	Sellimonas	Tuzzerella	Tyzzerella	X.Eubacterium._eligens_group	X.Eubacterium._hallii_group	X.Eubacterium._ruminantium_group	X.Eubacterium._ventriosum_group	X.Eubacterium._xylanophilum_group	X.Ruminococcus._gauvreauii_group	X.Ruminococcus._gnavus_group	X.Ruminococcus._torques_group	f__Lachnospiraceae.g__unassigned	Monoglobus	Butyricicoccus	UCG.009	Colidextribacter	Flavonifractor	Intestinimonas	NK4A214_group	Oscillibacter	Oscillospira	Pseudoflavonifractor	UCG.002	UCG.003	UCG.005	f__Oscillospiraceae.g__unassigned	f__Oscillospiraceae.g__uncultured	Anaerofilum	Anaerotruncus	CAG.352	Candidatus_Soleaferrea	DTU089	Faecalibacterium	Fournierella	Incertae_Sedis	Negativibacillus	Paludicola	Ruminococcus	Subdoligranulum	UBA1819	X.Eubacterium._siraeum_group	f__Ruminococcaceae.g__unassigned	f__Ruminococcaceae.g__uncultured	UCG.010	X.Clostridium._methylpentosum_group	X.Eubacterium._coprostanoligenes_group	Peptococcus	f__Peptococcaceae.g__uncultured	Family_XIII_AD3011_group	Family_XIII_UCG.001	Mogibacterium	X.Eubacterium._brachy_group	Parvimonas	Intestinibacter	Peptostreptococcus	Romboutsia	Terrisporobacter	Acidaminococcus	Phascolarctobacterium	Dialister	Megasphaera	Veillonella	Fusobacterium	o__Rhodospirillales.f__uncultured.g__uncultured	Parasutterella	Sutterella	Escherichia.Shigella	Haemophilus	Akkermansia	Enterococcus	Veillonellaceae	Ralstonia	Klebsiella	f__Enterobacteriaceae.g__unassigned	Pseudomonas
run06-135	8	444	2	3	1101	0	0	15	0	0	0	0	34	1798	3	11	0	0	9	0	0	0	0	0	0	0	10	27	0	0	13	0	0	0	0	227	0	0	0	0	0	0	0	77	10	0	10	0	0	0	0	0	151	864	1943	0	308	1112	5	0	994	21	0	4	571	205	44	191	346	70	19	0	293	0	0	0	3	35	0	0	0	496	88	186	615	7	53	0	0	5	0	0	2	0	0	4	0	0	0	0	0	0	0	0	0	850	0	47	0	0	0	537	0	0	0	0	0	0	0	0	0	0	0	0	3	0	10	0	0	0	11	0	0	0	28	0	230	0	413	1132	8	0	0	0	0	0	0	0
run06-150	22	0	0	0	0	0	18	215	0	13	0	0	0	6902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0	0	0	47	0	46	2	0	0	0	0	0	0	0	0	51	1266	0	112	0	76	0	40	0	0	151	709	323	0	0	0	0	0	7	2416	54	0	0	204	0	0	0	0	38	990	1396	984	63	31	0	0	79	73	0	0	0	0	2	0	0	0	0	0	7	0	0	0	1601	0	46	0	0	135	0	17	2	0	0	0	0	0	0	0	0	0	0	0	0	276	2	0	0	266	0	97	0	47	0	0	0	104	0	4	0	42	0	0	0	51	0
run06-151	7	311	6	0	0	0	73	0	0	0	0	4	0	4332	0	0	0	0	0	0	0	0	0	70	0	0	384	667	0	0	0	0	0	0	0	0	0	0	0	0	0	12	9	475	0	0	0	0	0	0	0	21	0	37	4147	0	313	47	0	0	283	0	0	38	942	20	0	347	0	0	0	0	766	0	0	0	0	0	0	0	0	207	21	0	2072	0	147	0	0	0	0	33	181	0	0	0	0	0	0	0	0	0	0	0	0	757	0	49	0	0	28	639	0	69	0	0	0	0	0	0	0	0	0	9	0	0	408	0	0	0	507	0	208	13	296	7	0	151	0	1231	11	1030	561	123	0	0	4	0
run06-152	13	486	0	0	0	41	110	198	0	37	0	0	0	1484	8	60	4	0	34	0	0	0	0	0	0	0	288	47	0	0	74	0	0	0	16	31	0	0	3	0	62	2	0	31	0	0	0	57	130	0	5	303	83	91	1416	46	351	1093	0	0	194	9	0	2	81	6	59	109	83	57	0	35	89	0	0	0	14	86	0	42	3	61	20	323	647	36	32	5	28	0	11	88	26	0	0	522	18	148	16	47	0	0	0	0	0	1117	3	119	21	6	616	1399	4	3	4	60	4	0	36	5	0	5	26	0	8	0	129	0	556	0	0	0	43	0	45	0	0	118	0	0	44	86	0	0	0	0	0	0
run06-154	11	1133	8	0	2984	0	17	24	0	8	144	106	10	2553	169	5	17	0	24	0	0	15	0	18	0	0	54	67	0	0	47	0	1	0	25	0	5	0	0	41	0	5	0	232	7	0	0	14	4	0	0	11	0	170	2646	0	281	642	47	6	123	30	0	38	126	0	0	0	0	0	32	0	463	27	26	4	8	35	0	0	0	7	1014	590	497	0	98	0	160	38	61	27	95	29	127	328	19	29	33	81	3	4	0	0	2	1095	203	68	519	0	118	536	15	0	4	18	0	0	5	0	0	9	3	0	11	35	37	0	24	0	68	40	5	0	14	0	2	0	97	11	28	0	0	0	0	0	8	106
run06-156	0	28	0	0	13	0	0	0	7	0	0	2	0	1944	13	0	0	0	15	59	13	69	0	0	72	0	81	19	0	0	0	0	0	416	0	0	0	25	0	0	0	0	10	12	0	0	0	0	5	0	0	0	0	400	7348	282	523	1079	0	0	413	0	393	0	481	0	152	464	9	123	73	56	3199	0	0	0	0	414	0	48	0	111	0	84	2147	30	351	0	3	3	13	724	61	0	0	220	38	19	19	5	0	15	0	0	0	331	0	5	0	0	44	1810	0	0	0	5	0	0	108	0	0	0	0	0	17	0	0	0	0	0	0	156	123	0	0	0	0	0	2	0	0	0	0	0	0	0	7	0
run06-162	9	1053	0	0	0	0	0	19	0	0	0	104	0	2084	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	3	0	0	0	0	0	0	366	5	76	0	0	0	0	0	0	24	38	0	46	3384	0	0	477	0	0	0	0	0	13	664	108	0	10	0	0	13	0	262	0	0	0	0	16	0	0	0	0	3742	472	187	55	0	0	109	242	49	0	92	0	0	0	0	0	0	60	0	0	0	14	3	50	2	28	0	0	1475	21	0	0	0	0	0	0	37	0	36	0	0	0	0	0	526	0	92	0	0	0	0	0	495	5	0	6	0	293	0	0	213	0	0	2	15	0
run06-164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2660	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1605	0	0	154	0	9
run06-167	8	191	11	0	0	0	0	0	0	0	0	0	0	47	3	0	0	0	2	0	0	0	0	0	3	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	158	0	0	2	2	0	0	0	9505	0	0	16	4	5	6	0	0	0	0	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	20	0	2	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4269	5	0	0	0	1	0	0	172	0	3	0	0	0	0	18	2125	0	0	2	0	6
run06-168	143	18	27	334	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	3088	0	0	0	0	0	0	0	0	0	0	0	577	0	0	0	0	0	0	0	5	1155	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	5468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	0	0	0	9	0	0	0	0	0	53	1004	0	0	0	0	0	0	0	487	0	0	0	0	0
run06-170	13	179	24	0	846	11	0	189	2	2	0	0	0	3665	0	215	0	206	106	0	0	48	0	0	0	0	30	48	0	33	64	0	0	0	11	0	0	0	12	0	0	47	0	42	0	0	0	0	0	0	0	3	0	26	1553	0	0	0	15	0	975	0	0	12	785	2	0	0	0	0	119	0	0	126	0	5	0	404	0	0	0	175	98	1352	388	104	129	0	29	41	35	0	35	0	0	81	0	0	17	0	0	2	0	6	0	1935	0	29	0	0	0	871	5	0	0	16	0	0	0	0	0	0	0	0	0	4	26	0	16	0	0	218	0	0	81	0	0	0	0	0	0	0	0	0	0	0	0	0
run06-171	0	20	0	0	503	0	0	7	17	0	0	49	28	3297	55	44	0	137	40	35	3	95	0	0	0	0	253	64	0	22	22	98	0	0	0	465	0	73	11	0	0	7	0	4	0	13	0	145	0	0	44	85	107	817	1717	0	52	461	8	10	289	0	0	22	348	264	0	30	6	88	82	0	898	0	0	0	106	216	0	0	11	74	49	254	906	34	38	0	13	0	6	211	11	0	0	178	56	70	0	33	0	3	0	0	0	4876	0	43	0	0	5	274	0	0	0	0	3	0	140	16	0	45	0	3	0	0	0	0	0	0	0	138	0	0	9	0	203	16	188	0	29	139	0	0	0	0	0	0
run06-172	13	0	20	4	362	0	0	0	0	0	0	0	0	3179	0	0	0	0	0	0	0	0	0	0	0	0	3	31	0	0	12	0	0	0	0	30	0	0	0	0	0	0	0	183	0	0	0	0	0	0	0	0	212	180	843	0	107	242	0	0	43	0	0	12	620	38	12	21	0	103	0	18	331	0	133	0	18	55	0	4	2	33	0	230	894	29	48	0	87	0	61	26	0	0	0	4	75	0	0	25	0	0	0	0	0	0	0	0	0	0	211	7	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	305	0	97	0	0	161	0	0	0	1548	0	0	0	0	0	0
run06-173	4	15	102	0	201	0	0	741	0	0	0	0	0	3308	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	57	0	0	0	0	0	0	20	0	231	24	0	0	56	0	0	0	0	0	0	1055	0	0	0	25	0	5	0	0	313	559	13	0	0	0	350	0	0	0	39	0	0	18	0	0	0	0	129	710	557	571	0	76	0	13	73	21	0	0	0	0	24	0	0	0	0	0	0	0	0	0	127	26	16	0	4	0	9	7	2	0	0	0	0	0	0	0	0	0	2	0	0	325	2	0	0	4	0	7	0	26	0	10	0	27	328	0	0	0	0	0	374	0	0
run06-176	7	948	0	0	431	0	11	98	0	0	0	0	11	2141	297	0	0	0	0	0	0	0	0	0	0	0	207	0	0	0	0	0	0	0	3	27	0	0	0	0	0	24	0	119	0	0	0	2	3	0	0	1479	0	181	2577	0	33	455	0	0	202	7	0	7	52	0	0	64	228	62	5	2	59	9	2	0	82	256	0	4	0	0	54	268	130	33	19	0	21	37	3	0	2	39	0	91	0	3	0	0	0	4	0	0	0	587	59	24	24	0	22	0	29	0	0	6	0	0	39	0	0	8	0	0	0	0	85	0	0	0	0	0	86	0	14	0	0	0	65	41	2	0	53	0	0	0	231	0
run06-177	5	2640	15	0	0	0	0	94	0	2	0	0	0	3498	0	0	0	0	0	0	0	0	0	4	0	0	20	0	0	0	0	0	0	0	2	403	0	0	0	0	0	15	0	264	16	0	0	0	0	0	0	0	95	1393	2424	0	289	0	0	0	22	0	22	24	262	0	0	0	0	54	0	0	251	0	6	0	45	16	0	0	0	0	727	868	127	0	47	0	0	2	11	0	20	0	0	0	0	0	0	0	0	0	0	0	0	2357	0	0	0	0	0	0	4	0	0	0	0	0	0	3	0	0	0	5	0	4	2	0	0	0	295	0	190	0	20	0	0	0	56	128	37	0	5	13	0	3	0	0
run06-179	54	761	46	0	80	0	0	0	0	0	0	51	0	2155	0	0	0	0	0	0	0	0	0	0	0	0	0	265	0	0	0	0	0	0	9	0	0	0	0	0	0	57	6	809	49	0	51	0	0	0	0	0	0	3	1788	0	0	557	20	0	0	0	0	0	80	0	0	0	0	0	102	4	0	11	0	0	0	0	0	0	0	0	139	4153	43	0	23	0	400	537	0	0	8	0	0	18	2	0	0	0	0	0	0	0	0	595	0	0	0	0	0	848	0	0	0	0	0	0	0	0	0	3	0	0	0	7	0	7	0	0	0	0	26	0	108	3	0	0	117	3151	12	0	0	0	0	0	0	0
run06-180	55	0	9	0	98	0	0	0	0	0	0	0	0	2757	0	0	12	0	0	30	0	0	0	0	2	0	5	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	0	0	0	9	0	0	0	0	0	0	6112	0	77	0	103	0	0	0	75	2	480	0	170	0	142	86	168	76	221	37	0	0	0	446	0	28	0	36	0	0	3112	9	16	0	12	0	0	0	20	15	0	413	289	177	0	0	0	3	95	0	0	28	0	10	0	10	0	132	0	12	0	15	0	0	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	25	0	0	36	68	0	0	9	0	0
run06-181	20	75	20	4	1009	0	0	0	19	0	81	50	20	1599	3	14	0	9	37	0	0	41	0	142	27	0	223	123	3	0	0	135	4	0	0	26	0	735	2	0	8	2	6	399	17	4	5	184	73	123	0	7	0	5	852	40	725	458	11	0	102	23	122	0	75	11	26	62	151	56	124	33	265	0	0	0	11	79	58	9	0	46	0	2423	487	8	23	0	15	3	103	26	3	0	0	653	53	184	7	3	0	2	0	0	0	918	0	45	72	0	149	526	1	7	2	63	7	7	120	23	0	32	31	63	113	4	10	22	47	6	79	107	40	36	28	25	97	0	234	121	26	93	18	0	0	0	0	0
run06-182	0	128	0	0	1218	0	0	0	16	0	103	68	15	805	18	0	0	2	6	0	801	0	408	0	817	0	37	128	0	0	9	34	3	486	0	34	2	565	0	0	0	0	0	56	0	0	0	0	0	0	0	5	466	44	976	29	288	324	0	0	567	15	42	0	215	318	18	122	35	17	86	22	76	0	0	8	0	114	0	2	0	319	12	1078	306	0	26	0	31	14	33	0	11	2	0	13	2	6	0	3	0	0	0	0	0	939	0	30	0	0	0	189	8	0	0	10	0	4	0	0	0	11	0	0	3	0	8	0	10	0	0	263	0	28	0	0	0	2	95	0	0	0	0	0	0	0	0	0
run06-183	8	13	3	0	242	2	2	2	0	0	0	203	0	4622	0	11	0	7	55	3	0	0	53	51	11	0	27	302	0	0	0	0	0	25	0	15	23	30	14	0	0	0	0	112	3	0	0	9	0	16	0	14	0	15	287	0	285	14	0	0	189	4	10	0	424	22	12	11	4	94	88	11	138	6	0	0	23	41	0	0	0	96	0	15	1473	10	35	0	57	67	69	0	37	2	0	31	25	19	8	2	0	0	0	0	0	668	4	18	21	2	7	165	14	3	0	3	4	5	8	0	0	3	3	3	0	0	0	0	0	0	0	21	0	0	9	0	37	160	329	4091	16	0	0	0	0	0	0	0
run06-184	0	16	0	0	535	0	0	41	0	3	0	128	5	2678	14	27	0	12	6	0	0	2	0	0	0	0	58	102	0	0	77	0	0	0	5	72	0	0	0	0	0	45	0	4	3	0	6	8	0	14	0	0	0	14	735	0	316	366	24	0	15	13	0	0	110	0	0	0	0	34	115	0	337	0	0	0	0	50	0	0	0	7	29	1336	274	0	25	0	18	20	8	0	4	0	0	117	7	10	0	7	0	0	0	0	0	808	0	56	12	0	4	248	9	0	0	2	0	0	0	0	0	13	0	0	0	11	0	25	0	0	0	55	0	0	4	2	0	2	65	1335	0	29	0	0	0	0	0	0
run06-186	3	142	0	0	985	9	2	10	0	3	111	0	0	4024	76	17	8	15	37	144	0	0	0	0	0	0	157	0	0	18	21	0	0	0	0	176	0	0	6	13	0	0	0	0	0	0	0	92	0	17	0	4	653	161	1886	8	68	379	0	0	385	4	0	0	606	0	42	81	15	36	0	9	246	2	40	22	0	119	20	21	9	46	397	679	1163	0	21	0	42	135	12	11	33	0	0	221	51	59	11	46	0	0	0	2	0	1026	0	113	80	0	528	462	12	19	6	7	2	0	45	0	0	30	0	0	6	0	14	0	0	0	17	229	0	39	2	0	326	202	0	0	0	0	0	0	0	0	0	0
run06-187	11	58	2	6	318	0	0	3	0	0	46	4	0	2642	9	63	0	0	17	0	0	5	0	0	0	0	39	97	0	0	18	0	0	0	0	253	0	115	2	0	0	13	0	48	0	0	2	0	2	5	0	0	0	18	553	0	430	11	0	0	0	0	0	5	666	0	8	0	0	52	0	0	504	0	3	0	0	26	0	0	0	0	2149	224	798	0	22	0	0	12	0	0	16	0	0	6	0	0	0	5	0	0	0	0	0	1172	0	35	7	0	0	65	23	0	0	0	0	0	0	0	0	5	0	0	0	2	0	12	0	0	8	24	0	2	0	0	6	0	501	1188	3	83	0	0	0	0	0	0
run06-188	13	537	2	4	1364	0	0	0	11	0	112	30	24	3667	0	25	0	0	21	6	0	4	0	135	102	0	118	202	2	0	0	26	20	2	0	35	0	0	0	5	0	0	0	23	4	0	0	0	0	0	2	4	126	51	873	57	388	464	0	0	44	14	0	0	224	11	37	23	0	26	42	2	1018	8	0	0	0	111	0	0	0	7	0	848	68	0	68	0	5	4	49	0	21	4	0	88	0	10	13	2	0	0	0	0	0	1164	0	116	4	0	64	655	0	22	0	13	0	3	36	6	0	11	0	126	14	3	0	0	5	0	51	91	0	53	2	0	99	0	399	0	0	2	0	0	0	0	0	0
run06-189	3	541	4	0	1190	0	0	29	0	0	0	0	40	2631	9	0	0	4	13	0	0	0	0	0	0	0	2	35	0	0	25	0	0	0	0	450	0	0	0	0	3	3	0	62	4	0	0	4	0	0	0	0	188	834	1695	0	300	866	5	0	702	21	0	0	523	224	31	108	267	72	59	0	192	0	0	0	5	61	0	2	0	386	56	228	557	12	63	0	2	11	0	0	0	0	0	5	0	0	0	5	0	0	0	0	0	1322	0	44	0	0	0	640	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	4	0	0	3	0	5	2	22	0	333	0	448	904	15	0	0	0	0	0	0	0
run06-190	8	76	11	2	0	0	18	36	0	14	0	0	208	4078	20	48	0	32	39	63	0	209	0	0	0	0	216	32	0	159	0	0	0	0	44	0	0	0	0	0	0	0	0	241	0	0	0	19	0	0	0	4	19	224	2453	207	105	364	0	0	290	6	0	0	265	62	23	69	40	72	0	22	239	0	3	0	84	559	0	13	0	30	0	284	335	16	88	0	0	11	7	87	4	0	0	38	34	28	9	23	0	0	0	0	0	3651	0	11	0	0	111	542	2	0	2	6	0	2	22	0	0	6	0	0	0	0	12	0	7	0	0	78	0	14	204	0	10	88	13	0	27	62	0	0	0	0	0	0
run06-97	0	0	0	0	3	0	5	297	0	4	0	0	0	9319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	56	0	0	0	0	0	171	0	35	0	0	0	0	0	0	0	0	0	85	954	0	215	0	70	0	62	0	0	241	1220	607	0	0	0	0	0	0	4531	73	0	0	584	0	3	17	0	50	2063	2368	1923	31	66	0	0	394	75	0	0	0	0	0	0	0	0	0	0	14	0	0	0	1394	0	37	0	0	144	0	38	2	0	0	0	0	0	0	0	0	0	0	0	0	130	0	0	0	255	0	64	0	35	0	0	0	106	0	0	0	59	0	0	0	18	0
run06-98	2	228	4	0	0	0	12	0	0	0	0	4	0	2422	0	0	0	0	0	0	0	0	0	46	0	0	194	539	0	0	0	0	0	0	13	0	0	0	0	0	0	15	0	282	0	0	0	0	0	0	0	41	0	12	2526	0	123	48	0	0	324	0	0	8	420	12	0	160	0	0	0	0	581	0	0	0	0	0	0	0	0	67	27	0	991	0	117	0	0	0	0	12	90	0	0	0	0	0	0	0	0	0	0	0	0	740	0	12	0	0	7	822	0	24	0	0	0	0	0	0	0	0	0	7	0	0	145	0	0	0	284	0	146	14	168	3	0	106	0	1125	5	265	345	39	0	0	4	0
run06-99	13	333	0	4	0	10	23	34	0	14	0	0	0	3606	14	117	12	0	53	0	0	0	0	5	0	0	365	119	0	0	53	0	0	0	18	56	3	0	0	0	121	0	0	132	2	5	0	95	162	0	10	209	152	159	1932	84	330	924	0	0	356	15	0	6	155	13	63	109	182	149	23	29	497	0	0	0	30	166	5	202	0	33	0	516	1075	80	101	0	69	4	27	160	26	4	2	527	43	228	37	39	0	3	0	0	0	2414	4	124	29	22	482	2578	3	11	9	49	9	0	15	22	0	0	29	0	5	0	104	0	72	0	0	0	133	0	156	0	0	175	0	0	292	74	0	0	0	0	35	0
run07-Cah7-101	14	151	0	2	1768	0	0	8	10	0	10	0	0	4960	312	16	0	95	88	0	0	48	0	0	0	0	541	293	0	0	30	0	0	0	0	18	0	0	0	0	3	0	0	99	3	0	5	2	0	0	0	0	400	12	1703	8	1034	444	0	0	109	0	27	5	354	0	15	21	0	0	31	4	44	0	0	0	0	170	0	16	0	21	194	210	45	0	79	0	90	111	28	2	6	3	0	25	11	2	0	0	0	0	25	0	0	645	0	3	0	0	0	263	0	0	0	0	0	0	0	0	0	2	0	4	3	0	0	0	438	0	0	4	0	0	3	0	25	0	118	0	26	0	0	0	0	0	0	0
run07-Cah7-102	7	42	0	7	264	0	3	16	0	0	84	0	0	3387	129	306	0	73	49	0	0	81	0	0	0	0	150	252	0	0	25	0	0	0	0	123	0	200	8	0	0	6	0	78	11	0	9	5	0	90	0	0	0	64	843	82	379	430	0	0	118	0	0	0	1017	0	0	10	5	47	252	3	89	0	0	0	0	81	0	4	0	0	223	2676	4902	0	37	0	1149	327	0	0	21	0	0	0	0	0	0	48	0	0	0	10	0	725	0	109	59	0	0	62	6	0	0	8	0	0	0	0	0	5	0	0	0	15	0	15	0	0	228	99	0	0	4	0	35	6	858	1398	0	0	0	0	0	0	0	0
run07-Cah7-103	0	0	0	0	0	0	0	217	0	4	0	0	0	4973	379	0	0	0	24	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	2	288	0	0	20	6	0	152	0	5	0	0	0	0	0	3	0	0	0	53	581	0	51	219	0	0	39	0	0	0	1033	2	0	0	0	31	2	0	219	3	39	0	0	135	0	0	0	12	1495	798	133	0	17	0	0	4	16	0	4	3	0	0	0	0	0	24	135	0	0	0	2	44	421	35	0	0	0	1911	15	0	5	7	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	13	0	0	2	0	0	0	4	55	0	0	0	0	0	0	0	0
run07-Cah7-106	1	381	0	0	341	6	37	0	41	0	0	48	199	2384	385	2	0	73	19	0	1009	161	0	113	273	12	610	131	0	0	38	194	0	0	0	130	0	0	7	37	0	0	2	6	0	32	0	85	22	68	38	46	129	892	1100	28	430	205	0	0	155	14	0	0	535	19	35	137	3	9	63	31	75	0	0	0	80	212	8	0	0	22	0	372	495	10	26	3	58	32	72	5	74	13	0	577	4	136	40	66	5	7	0	5	0	3553	0	53	18	0	54	281	10	0	19	34	20	6	103	0	4	13	19	50	2	0	0	0	0	0	0	180	0	0	0	0	0	0	785	0	0	0	0	0	0	0	0	0
run07-Cah7-107	2	372	8	0	1110	0	0	29	0	0	0	0	0	4939	23	0	0	0	9	0	0	0	0	0	0	0	7	0	0	0	16	0	0	0	12	1538	12	0	29	0	0	207	0	42	2	0	2	0	0	0	0	0	0	799	2149	0	649	37	0	0	62	26	0	0	368	8	6	0	142	430	2	7	221	5	87	44	0	105	0	0	0	0	5342	804	134	0	108	0	63	41	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	2283	0	26	0	0	0	0	4	5	0	7	0	0	0	0	0	0	0	0	0	0	3	0	45	0	0	0	0	0	6	0	0	0	230	0	0	0	0	0	0	0	0	0
run07-Cah7-109	2	215	0	0	0	0	0	38	0	0	0	0	0	7458	0	0	0	26	0	0	0	434	52	0	0	0	3	54	0	0	71	0	0	860	0	0	0	0	0	0	0	5	18	223	0	0	0	0	0	0	0	10	159	350	1752	0	211	741	0	0	83	0	0	0	4081	80	0	7	0	16	0	0	51	0	0	0	0	436	0	0	0	59	790	287	855	0	85	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	0	15	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	157	0	0	0	0	0	0	0	18	0	0	568	0	140	0	0	0	0	0	6	0	0
run07-Cah7-110	13	102	3	0	78	0	0	74	0	11	54	0	0	6466	0	0	0	0	85	0	0	0	0	0	0	0	117	0	0	0	31	0	0	0	65	1087	0	0	3	0	0	93	0	37	5	0	0	0	0	0	0	0	183	56	750	0	0	44	0	0	110	6	0	7	558	2	0	43	0	128	0	0	0	123	0	0	0	161	0	0	0	0	3539	2116	18	3	155	0	317	91	43	0	120	4	0	0	0	0	0	5	0	0	2	0	2	46	0	25	0	0	0	0	14	0	0	10	0	0	0	0	0	0	0	0	2	5	608	3	0	0	0	0	0	0	5	0	0	135	0	0	0	101	0	0	0	0	0	0
run07-Cah7-113	66	85	6	0	1226	26	11	15	4	4	0	0	0	4082	1123	26	0	17	104	0	0	0	0	0	0	123	896	875	0	152	41	29	6	0	0	238	0	0	3	0	0	3	0	410	38	67	26	189	41	366	57	6	15	48	2817	34	226	315	0	0	39	0	0	0	1302	0	0	2	0	42	80	123	19	0	0	0	5	193	0	2	0	0	0	270	704	0	0	0	14	6	26	7	173	9	0	344	33	95	34	39	0	0	0	0	2	781	0	15	0	0	13	320	4	0	0	26	13	0	16	0	0	32	12	0	0	9	51	3	4	0	0	119	0	0	7	116	46	27	196	184	151	177	0	0	0	0	0	0
run07-Cah7-114	3	37	10	6	491	2	4	0	35	0	64	64	37	8309	221	109	6	99	191	0	0	0	0	0	0	107	783	278	0	150	33	0	17	0	338	114	0	0	3	0	0	4	0	72	11	0	6	40	4	73	0	0	0	106	1051	0	508	578	2	171	86	14	7	0	805	4	7	267	54	38	18	4	7	2	14	0	7	232	0	0	0	25	17	806	954	7	116	0	149	457	289	2	90	72	0	341	49	5	11	193	9	2	0	0	2	2182	6	15	4	0	10	172	50	0	0	36	0	8	0	0	0	7	15	0	12	0	3	0	0	0	0	166	0	0	2	0	476	8	423	0	14	121	2	0	0	0	0	0
run07-Cah7-115	14	0	3	5	137	0	2	162	0	0	23	7	0	11509	396	73	0	19	42	0	0	0	0	0	0	0	97	99	0	0	76	0	0	0	258	505	200	0	41	0	0	268	0	127	4	10	0	5	0	2	0	0	0	3	58	0	75	125	7	0	7	0	0	8	480	0	0	0	91	22	37	0	88	0	222	0	0	9	0	0	0	0	575	2714	710	0	40	0	129	353	51	0	34	49	133	8	6	0	0	35	0	0	0	0	0	96	6	40	30	0	294	11	231	0	0	4	0	5	0	0	30	0	0	0	0	0	0	0	0	0	0	48	0	0	4	0	13	0	429	38	5	26	0	0	0	0	0	0
